,ID,ID2,NAMAD,DESC,UN1,VOLUME,UN2,UN3,CAT,UN4,TYPE
530,42354736493447489,IRO1PKOD0001,خپارس,پارس‌ خودرو,123001,187976433,9088112,3252,34,22720279000,300
531,42387718866026650,IRO1SBEH0001,غبشهر,صنعتي‌ بهشهر,113824,15699442,1200000,1092,42,3000000000,300
532,42450147658559909,IRB3TB379861,اخزا707,اسنادخزانه-م7بودجه97-980627,122159,48570,1,246,69,30000000,306
533,42466930565848459,IRO9GOLG0861,ضگل2019,اختيارخ كگل-7041-1398/02/29,61105,0,1,16,13,1278,311
534,42690477960659940,IRO3KSGZ0001,كشرق,صنعتي و معدني شمال شرق شاهرود,122929,330544,1,532,10,84000000,303
535,42696242981550091,IRO7KSDP0001,كصدف,كاشي صدف سرام استقلال آباده,61046,0,1,216,49,120000000,309
536,43023243844297350,IRO7NEOP0001,چنوپا,نيوپان‌ 22 بهمن‌,61046,0,100000,98,20,20000000,309
537,43026118635839182,IRO7SOLP0001,فسلير,سوليران‌,114719,346847,1,372,28,100000000,309
538,43039599691270215,IRB3HI010171,حكمت01,مشاركت حكمت ايرانيان 140107,61023,0,1,94,69,200000,306
539,43062880954780884,IRO1PIRN0001,تپمپي,پمپ‌ سازي‌ ايران‌,122548,3407225,188000,602,29,470000000,300
540,43256212620530446,IRO1BAFG0001,كبافق,معادن‌ بافق‌,122956,544871,81000,996,13,202500000,300
541,43283802997035462,IRO3SOBZ0001,وسبحان,سرمايه گذاري سبحان,122957,9956505,1,1223,56,1300000000,303
542,43291783149314349,IRO7SRMP0001,وسرمد,بيمه  سرمد,123036,1249698,1,481,66,1500000000,309
543,43342306308122676,IRO1GMRO0001,قمرو,قند مرودشت‌,122915,380361,80000,493,38,200000000,300
544,43356599956782034,IRR1CHML0101,كچادح,ح . معدني‌وصنعتي‌چادرملو,122947,4416223,1,420,13,10500000000,400
545,43362635835198978,IRO1HWEB0001,هاي وب,داده گسترعصرنوين-هاي وب,122958,17474924,1,2326,73,4000000000,300
546,43374709930371268,IRO7DHVP0001,دحاوي,الحاوي,61044,0,1,245,43,360000000,309
547,43449079769926386,IRO9MKBT0291,ضمخا7011,اختيارخ اخابر-3000-1398/07/10,61108,0,1,9,64,1000,311
548,43501939807689060,IRO9MAPN0151,ضپنا3007,اختيارخ رمپنا-5185-1398/03/12,121726,371,1,53,74,1350,311
549,43552974795606067,IRO1KRSN0001,خراسان,پتروشيمي خراسان,122804,289140,651126,490,44,1789912000,300
550,43588544194911344,IRR1KIMI0101,دكيميح,ح . كيميدارو,61120,0,1,82,43,336000000,400
551,43618637931037525,IRO9GOLG0871,ضگل2020,اختيارخ كگل-7433-1398/02/29,61105,0,1,32,13,1278,311
552,43622578471330344,IRO1DSOB0001,دسبحا,گروه دارويي سبحان,122801,1563021,1094000,882,43,2735000000,300
553,43716452378323683,IRO3KZIZ0001,فزرين,زرين معدن آسيا,124359,3888272,1,833,27,500000000,303
554,43749359039031456,IRB3SN010121,صبا1401,اجاره مهندسي صبا نفت14010225,61026,0,1,85,69,920000,306
555,43781018754867729,IRO1SHFS0001,شفارس,صنايع‌ شيميايي‌ فارس‌,122950,3232440,251843,947,44,629607000,300
556,43801363961831435,IRB3EM0601A1,مبين016,اجاره اعتماد مبين اميد011019,61023,0,1,119,69,1000000,306
557,43913530989262989,IRO7IBKZ0001,سمايه,بانك سرمايه,115821,1524455,1,392,57,4000000000,309
558,43951910415124966,IRO3IRNZ0001,وگستر,گسترش سرمايه گذاري ايرانيان,122955,5973744,1,910,56,400000000,303
559,43966385447049549,IRO3BMDZ0001,ودي,بيمه  دي,122957,24763969,1,858,66,2500000000,303
560,44052047028305231,IRO7SHIP0001,پشاهن,توليدي پلاستيك‌ شاهين,61048,0,1,63,25,60292960,309
561,44153164692325703,IRO1GTSH0001,شگل,گلتاش‌,122954,2561956,400000,816,44,1000000000,300
562,44296315953738727,IRO7FAHP0001,فاهواز,نورد و لوله اهواز,61044,0,1,1206,27,5649000000,309
563,44549439964296944,IRO1KALA0001,كالا,بورس كالاي ايران,123000,4925640,496000,1080,67,1240000000,300
564,44606480599517564,IRO9FKHZ0111,ضخوز2008,اختيارخ فخوز-10000-1398/02/16,111714,158,1,34,27,1000,311
565,44665761767777759,IRO7TRKP0001,گكيش,توريستي ورفاهي آبادگران كيش,123102,341204,1,369,55,64000000,309
566,44802346787824971,IRO7SRJP0001,ساروج,بين المللي ساروج بوشهر,123051,708628,1,450,53,900000000,309
567,44850033148208596,IRO1CHCH0001,غچين,كشت‌ و صنعت‌ چين‌ چين,121919,43801,40000,182,42,100000000,300
568,44891482026867833,IRO1SIPA0001,خساپا,سايپا,123001,361302904,7886435,3134,34,39266675000,300
569,44967158778304588,IRO1GSBE0001,قثابت,قند ثابت‌ خراسان‌,122957,23532725,204000,1041,38,510000000,300
570,44986797317463049,IRO7SNOP0001,وثنو,سرمايه گذاري ساختماني نوين,124433,10643768,1,1169,65,300000000,309
571,45050389997905274,IRO1VSIN0001,وسينا,بانك سينا,122822,99238765,4000000,1250,57,10000000000,300
572,45066064863062755,IRO7NZMP0001,ثنظام,س. ساختماني نظام مهندسي ايران,123053,2169428,1,685,70,74530360,309
573,45174198424472334,IRO1RSAP0001,ولساپا,ليزينگ رايان‌ سايپا,124407,140232209,3616000,1853,58,9040000000,300
574,45205530868811305,IRT3SGAF0001,صايند,صندوق س. گنجينه آينده روشن-د,122944,17300,1,114,68,50000000,305
575,45452485689363029,IRO7MLIP0001,بخاور,بيمه زندگي خاورميانه(50%تأديه),115010,1548763,1,369,66,1200000000,309
576,45518744711972166,IRO3GHPZ0001,غپآذر,شير پگاه آذربايجان شرقي,122913,581546,1,440,42,200000000,303
577,45608932669358493,IRO7ITLP0001,كايتا,ايتالران‌,61045,0,1,234,54,15000000,309
578,45641540066710190,IRO7KMOP0001,لكما,كارخانجات‌مخابراتي‌ايران‌,123026,92685385,1,1824,32,3235362000,309
579,45728383369147894,IRT1FAYF0001,امين يكم,صندوق درآمد ثابت امين يكم فردا,123000,17163360,1,379,68,100000000,305
580,45895339414786358,IRO1RINM0001,خرينگ,رينگ‌سازي‌مشهد,120130,4369982,200642,749,34,445000000,300
581,45991797190214892,IRO7AFRP0001,وآفر,سرمايه گذاري ارزش آفرينان,61043,0,250000,45,65,300000000,309
582,46178280540110577,IRO1BFJR0001,بفجر,پتروشيمي فجر,122922,39817110,1117069,1103,40,6500000000,300
583,46270513972980340,IRR1TGOS0101,وتوسح,ح . توسعه‌شهري‌توس‌گستر,122943,2098982,1,303,70,700000000,400
584,46348559193224090,IRO1FOLD0001,فولاد,فولاد مباركه اصفهان,122957,61597932,2505010,2741,27,130000000000,300
585,46428732946520536,IRB3TB459871,اخزا714,اسنادخزانه-م14بودجه97-980722,122738,84614,1,195,69,6030400,306
586,46435139220938109,IRB3BK0199C1,كرانه99,مرابحه بنا گستر كرانه991222,61023,0,1,87,69,500000,306
587,46700660505281786,IRTKLOTF0001,طلا,صندوق س.پشتوانه طلاي لوتوس,144947,1107144,1,763,68,100000000,380
588,46741025610365786,IRO3IMFZ0001,سمگا,گروه سرمايه گذاري ميراث فرهنگي,122948,34004833,1,2604,55,3000000000,303
589,46752599569017089,IRO1TRNS0001,بترانس,ايران‌ ترانسفو,122955,10723166,1500000,1797,31,3750000000,300
590,46772701938567445,IRO3TKMZ0001,اتكام,شركت بيمه اتكايي امين,122917,585496,1,467,66,3000000000,303
591,46830341954511303,IRO7AYNP0001,وآيند,بانك  آينده,123020,847949,1,316,57,16000000000,309
592,46982154647719707,IRO1GBEH0001,وصنا,گروه‌صنايع‌بهشهرايران‌,122728,877918,720000,527,56,1800000000,300
593,47096918704798209,IRO9MKBT0281,ضمخا7010,اختيارخ اخابر-2800-1398/07/10,61107,0,1,7,64,1000,311
594,47232550823972469,IRO1TOKA0001,وتوكا,سرمايه‌گذاري‌توكافولاد(هلدينگ,122952,14225051,1040000,1329,27,2600000000,300
595,47245955682789926,IRO3MSZ96021,تسه9602,امتياز تسهيلات مسکن ارديبهشت96,122430,1001,1,149,59,1308807,303
596,47287206904665499,IRO9IKCO4031,ضخود1026,اختيارخ خودرو-5000-1398/10/15,61106,0,1,4,34,1000,311
597,47302318535715632,IRO1NOVN0001,ونوين,بانك‌اقتصادنوين‌,122304,80341335,3533569,1156,57,13131000000,300
598,47333458678352378,IRO1BKHZ0001,وخاور,بانك خاورميانه,122914,528451,2800000,546,57,7000000000,300
599,47348197320716810,IRO3DSNZ0001,دسانكو,داروسازي سبحان انكولوژي,122953,3207145,1,800,43,861000000,303
600,47377315952751604,IRO1SWIC0001,بسويچ,پارس‌سويچ‌,122629,163368,240000,700,31,600000000,300
601,47551599385266350,IRO2X57T8021,جبانك802,آتي ش بانك ها-1398/02/21,124416,0,1,36,57,90000,263
602,47562637469816020,IRO9MSMI0981,ضملي2023,اختيارخ فملي -4000-1398/02/25,103210,370,1,50,27,1000,311
603,47702059190622416,IRO7CTSP0001,ثتوسا,س.توسعه و عمران استان اردبيل,123029,1964537,1,960,70,96000000,309
604,47749661205825616,IRO1SYSM0001,سيستم,همكاران سيستم,122937,195764,504000,309,72,1260000000,300
605,47841327496247362,IRO1IDOC0001,واعتبار,سرمايه گذاري اعتبار ايران,120349,57508,320000,246,56,800000000,300
606,47946068877277975,IRO9PNBA0751,ضبدر2016,اختيارخ شبندر-15000-98/02/18,122534,346,1,79,23,1000,311
607,47996917271187218,IRO1KRAF0001,وكار,بانك‌ كارآفرين‌,122846,893672,3400000,572,57,8500000000,300
608,48010225447410247,IRO1BANK0001,وبانك,سرمايه گذاري گروه توسعه ملي,123001,12120553,2841716,1097,39,16250000000,300
609,48043180063638654,IRO6MELZ9791,تملي709,تسهيلات مسكن ب. ملي-آذر97,61042,0,1,25,59,14716,307
610,48102697378515196,IRB6SP0501C1,صايپا412,صكوك مرابحه سايپا412-3ماهه 16%,61050,0,1,26,34,1000000,208
611,48287670503317419,IRO3BHLZ0001,ولبهمن,شركت بهمن ليزينگ,122414,7227870,1,584,58,800000000,303
612,48338606859106961,IRO3MSZ96121,تسه9612,امتياز تسهيلات مسكن اسفند96,122531,789,1,87,59,2168489,303
613,48367861815356944,IRO9MAPN0161,ضپنا3008,اختيارخ رمپنا-5556-1398/03/12,113658,265,1,72,74,1350,311
614,48456605452591386,IRB3SI2299B1,اجاد22,اجاره دولتي آپرورش-لوتوس991118,61025,0,1,155,69,5000000,306
615,48467400383613846,IRO9PNBA0771,ضبدر2018,اختيارخ شبندر-17000-98/02/18,61109,0,1,21,23,1000,311
616,48511238766369097,IRO1BDAN0001,دانا,بيمه دانا,123000,14854274,600000,1101,66,1500000000,300
617,48619517949257749,IRO1NOSH0001,غنوش,نوش‌ مازندران‌,61059,0,150105,155,42,50000000,300
618,48623320733330408,IRO1LMIR0001,فلوله,لوله‌وماشين‌سازي‌ايران‌,122759,23623909,200000,1746,27,500000000,300
619,48708554605579906,IRO9IKCO4021,ضخود1025,اختيارخ خودرو-4800-1398/10/15,61106,0,1,4,34,1000,311
620,48731351079431981,IRB3SR2599B1,سلامت5,مرابحه دولتي تعاون-نوين991118,61026,0,1,134,69,1000000,306
621,48753732042176709,IRO1PNTB0001,شبريز,پالايش نفت تبريز,122956,2274556,510803,1034,23,3884211000,300
622,48762046694019828,IRB6IK0500C1,صخود1412,ص مرابحه خودرو1412- 3ماهه 18%,61050,0,1,77,34,1000000,208
623,48847165181446944,IRO9IKCO0741,ضخود3017,اختيارخ خودرو-3200-1398/03/19,105913,12,1,120,34,1000,311
624,48990026850202503,IRO1GOST0001,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,122952,10769285,960000,1621,34,2400000000,300
625,49040900499589053,IRB4SI0399B1,اجاد3,اجاره دولت-واجدشرايط خاص991118,61028,0,1,108,69,20000000,706
626,49054891736433700,IRO1ABDI0001,دعبيد,لابراتوارداروسازي‌  دكترعبيدي‌,123813,710507,281088,1309,43,1680000000,300
627,49129081625829210,IRO7KPAP0001,نشار,كارخانجات پشمبافي افشار يزد,61046,0,100000,64,17,4000000,309
628,49244604018250364,IRO7TJMP0001,شجم,صنايع پتروشيمي تخت جمشيد,123014,2865403,1,779,44,4500000000,309
629,49353447565507376,IRO1NSAZ0001,كاذر,فرآورده‌هاي‌نسوزآذر,122959,23482395,180000,1396,54,450000000,300
630,49396161442874149,IRO7GHMP0001,وقوام,بانك قوامين,134603,43920107,1,516,57,8000000000,309
631,49399017998386087,IRO7BIRP0001,فبيرا,بسته‌ بندي‌ ايران‌,123036,38097848,1,1427,28,1772731750,309
632,49502666250908008,IRO1OFOG0001,افق,فروشگاههاي زنجيره اي افق كوروش,122959,1582865,324707,1355,47,1000000000,300
633,49507346707445426,IRB3SI2699B1,اجاد26,اجاره دولتي آپرورش-اميد991118,61025,0,1,136,69,1500000,306
634,49627523909849331,IRO7KFRP0001,كفرآور,فرآورده هاي سيمان شرق,123052,1734687,1,730,54,180000000,309
635,49674915481184052,IRO7PJHP0001,جهرم,پتروشيمي جهرم,124318,18139716,1,1175,44,3313000000,309
636,49953653111442595,IRO7KSNP0001,كيسون,شركت كيسون,123013,118238044,1,1483,70,5040000000,309
637,50002340308486819,IRO3KPEZ0001,تاپكيش,تجارت الكترونيك پارسيان كيش,122958,3967457,1,1565,72,400000000,303
638,50100062518826135,IRO1AMIN0001,دامين,داروسازي‌ امين‌,122928,1125175,331760,1016,43,829400000,300
639,50185721305191887,IRO1RADI0001,ختور,رادياتور ايران‌,123720,5644872,143184,1038,34,300000000,300
640,50235687797910703,IRB3SR2299B1,سلامت2,مرابحه دولت تعاون-كاردان991118,61026,0,1,141,69,3000000,306
641,50341528161302545,IRO1MNGZ0001,كمنگنز,معادن‌منگنزايران‌,122820,1694301,80960,1015,13,202400000,300
642,50368344235826302,IRO7AZMP0001,لازما,كارخانه هاي صنعتي آزمايش,125733,7369975,1,1132,29,217500000,309
643,50633804639547462,IRO3MRJZ0001,كمرجان,بازرگاني و توليدي مرجان كار,122938,530030,1,687,54,40000000,303
644,50652985928800943,IRO7KIVP0001,غيوان,كيوان,61046,0,1,184,42,16500000,309
645,50792786683910016,IRO3KRMZ0001,كرمان,س. توسعه و عمران استان كرمان,122933,10943608,1,1861,70,600300000,303
646,50901262974265397,IRB3TB169881,اخزا604,اسنادخزانه-م4بودجه96-980820,121558,40663,1,283,69,19000000,306
647,50938045692990664,IRB4SM0898A1,اشاد8,مشاركت دولتي8-شرايط خاص981030,61028,0,1,139,69,2459926,706
648,51106317433079213,IRO1ASIA0001,آسيا,بيمه آسيا,123454,3788976,920000,710,66,2300000000,300
649,51294484197536070,IRO7SPRP0001,غشوكو,شوكو پارس,123051,958656,1,500,42,36500000,309
650,51443230896454947,IRB3SA0200B1,اروند02,منفعت صبا اروند امين14001113,61025,0,1,94,69,500000,306
651,51459202425114449,IRO7TABP0001,تابا,تابان نيرو سپاهان,124319,1930398,1,707,74,62000000,309
652,51617145873056483,IRO1PTEH0001,شتران,پالايش نفت تهران,122944,17599844,1422071,1489,23,24000000000,300
653,51640646576102564,IRO2X13T8021,جكانه802,آتي ش كانه هاي فلزي-1398/02/18,125122,0,1,32,13,1200,263
654,51902567176377700,IRO9IKCO0711,ضخود3014,اختيارخ خودرو-2600-1398/03/19,122437,80,1,19,34,1000,311
655,51971068201094874,IRO3BIPZ0001,بپاس,بيمه پاسارگاد,122857,622387,1,556,66,3402000000,303
656,52220424531578944,IRO1SGRB0001,سغرب,سيمان‌غرب‌,122943,808012,200000,550,53,500000000,300
657,52232388263291380,IRO1OIMC0001,واميد,گروه مديريت سرمايه گذاري اميد,123001,6320721,1929757,646,39,30000000000,300
658,52358968694997869,IRO2X34T8061,جاتو806,آتي ش خودرو و قطعات-1398/06/27,122924,7,1,48,34,3500,263
659,52365266148848270,IRB6IK0600C1,صخود412,ص مرابحه خودرو412- 3ماهه 18%,122313,1100,1,89,34,2500000,208
660,52429011323008746,IRO9MSMI0931,ضملي2018,اختيارخ فملي -3000-1398/02/25,93612,1,1,45,27,1000,311
661,52455922800537930,IRO7NARP0001,تكنار,مجتمع معادن مس تكنار,61046,0,1,413,13,60000000,309
662,52524682936687613,IRB3EM010171,مبين011,اجاره اعتماد مبين لوتوس010710,120746,3050,1,144,69,2500000,306
663,52593789542874668,IRO7PLSP0001,پلاست,كارخانجات توليدي پلاستيران,61047,0,1,371,25,57600000,309
664,52792903131341205,IRO3AFRZ0001,افرا,افرانت,122932,1251694,1,574,72,625000000,303
665,52926262870725809,IRB3TB2598A1,اخزا613,اسنادخزانه-م13بودجه96-981016,122626,2843,1,219,69,17625970,306
666,52975109254504632,IRO1MRGN0001,غمارگ,مارگارين‌,120125,9132119,336000,1218,42,840000000,300
667,53113471126689455,IRO1KRTI0001,چكارن,كارتن‌ ايران‌,122958,3290329,72900,1372,21,182250000,300
668,53204330224889981,IRO3TIGZ0001,تبرك,گروه كارخانجات صنعتي تبرك,122958,7390122,1,1247,42,2231504203,303
669,53251602435454519,IRT1FKNF0001,كيان,صندوق س. با درآمد ثابت كيان,122922,13093403,1,172,68,100000000,305
670,53350069573438421,IRO2X44T8021,جشيمي802,آتي ش شيميايي-1398/02/25,135234,1,1,29,44,6000,263
671,53449700212786324,IRO3PMRZ0001,مارون,پتروشيمي مارون,122726,161865,1,678,44,8000000000,303
672,53536131398384570,IRR1SSNR0101,سنيرح,ح . سيمان‌ سفيدني‌ريز,121659,65060,1,227,53,50000000,400
673,53647874954005806,IRO7VHSP0001,واحصا,احياء صنايع خراسان,123050,227613,1,572,65,105600000,309
674,53686258677793038,IRO7ARSP0001,وارس,سرمايه گذاري ارس صبا,124423,308546,1,539,65,100000000,309
675,53892173815383358,IRO6MELZ9721,تملي702,تسهيلات مسكن ب. ملي-ارديبهشت97,61042,0,1,28,59,7042,307
676,53999651992586159,IRO3MPRZ0001,ثپرديس,سرمايه گذاري مسكن پرديس,122959,26868125,1,1161,70,1400000000,303
677,54263829393913132,IRO7MIGP0001,كمينا,شيشه سازي مينا,61046,0,1,141,54,358000000,309
678,54277068923045214,IRO1SORB0001,فسرب,ملي‌ سرب‌وروي‌ ايران‌,123000,2971127,128800,884,27,322000000,300
679,54299437423394846,IRR1DSIN0101,دسيناح,ح . داروسازي‌ سينا,122706,110761,1,117,43,400000000,400
680,54369290104873523,IRO7KTAP0001,بتك,كارخانجات كابل سازي‌ تك‌,61046,0,1,113,31,9000063,309
681,54419429862704331,IRO1FRIS0001,فروس,فروسيليس‌ ايران‌,123000,1838199,349796,1132,27,874491000,300
682,54482686501491508,IRO3BAHZ0001,زبينا,كشاورزي و دامپروري بينالود,122949,2719109,1,787,1,400000000,303
683,54497068842409411,IROFIKCO0881,طخود7024,اختيارف خودرو-4200-1398/07/14,61112,0,1,7,34,1000,312
684,54659197426183489,IRO9PASN0731,ضسان3017,اختيارخ پارسان-4800-1398/03/26,61109,0,1,32,44,1000,311
685,54676885047867737,IRO1TSHE0001,وتوشه,سرمايه‌ گذاري‌ پارس‌ توشه‌,122942,1883867,600000,743,29,1500000000,300
686,54742724293954887,IRO9PNES0721,ضشنا3015,اختيارخ شپنا-8000-1398/03/22,61110,0,1,20,23,1000,311
687,54882843915599119,IRB3SA0700B1,اروند07,منفعت صبا اروند نوين 14001113,61025,0,1,102,69,500000,306
688,54995459397811265,IRB6GO0200B1,صگل1411,ص اجاره گل گهر 1411-3 ماهه 17%,61049,0,1,79,13,2000000,208
689,55201604487356053,IRO7FANP0001,فن آوا,گروه فن آوا,123058,826435,1,418,72,880000000,309
690,55254206302462116,IRO1APPE0001,آپ,آسان پرداخت پرشين,121726,5907003,1,926,72,2650000000,300
691,55682110649312922,IRO9FOLD4051,ضفلا2016,اختيارخ فولاد-2770-1398/02/31,61104,0,1,17,27,1733,311
692,55848849021200650,IRO3MSZ96111,تسه9611,امتياز تسهيلات مسكن بهمن96,122730,651,1,78,59,1781564,303
693,55897939403232751,IRO1SRMA0001,لسرما,سرما آفرين‌,122953,3884570,143761,899,29,218000000,300
694,55959112038778737,IRO7SEKP0001,سخواف,سيمان مجد خواف,123053,5909319,1,902,53,530282764,309
695,55963441389800122,IRB3TB440051,اخزا713,اسنادخزانه-م13بودجه97-000518,122915,24246,1,286,69,17663263,306
696,55979741213594029,IRO7KBDP0001,كباده,توليد خاك نسوزاستقلال آباده,61045,0,146130,74,54,73064900,309
697,56006915451245411,IRO7LKPP0001,لخانه,لوازم‌ خانگي‌ پارس‌,115922,222824,1,363,29,448100000,309
698,56145742675970841,IRK1A0309881,زعف9808پ06,زعفران9808پوشالمعمولي زرين(پ),133508,1181,1,235,42,1000000,701
699,56186251387204588,IRS4MKBT9861,هخابر806,اختيارف ت اخابر-2341- 98/06/05,61124,0,1,38,64,1400000000,600
700,56324206651661881,IRO1NGFO0001,فنورد,نوردوقطعات‌ فولادي‌,122211,113407,57600,363,27,144000000,300
701,56370979287226064,IRO9PNBA0691,ضبدر2010,اختيارخ شبندر-9500-98/02/18,61109,0,1,19,23,1000,311
702,56429431740318486,IRO7SHLP0001,شلرد,كود شيميايي اوره لردگان,123049,27293510,1,1777,44,9000000000,309
703,56550776668133562,IRO1DFRB0001,دفارا,داروسازي‌ فارابي‌,122959,1116324,160000,834,43,400000000,300
704,56574323121551263,IRO7PKBP0001,شكبير,پتروشيمي اميركبير,61047,0,1,352,44,3600000000,309
705,56591881518499520,IRO7VSNP0001,وسين,بيمه سينا,124441,8025142,1,775,66,1500000000,309
706,56717416662584054,IRO7TKDP0001,وكادو,تكادو,123014,1990413,1,852,56,797280000,309
707,56745608398627462,IRO2XS308061,جسي806,آتي ش 30 شركت بزرگ-1398/06/31,124645,0,1,38,64,8000,263
708,56820995669577571,IRO1GLOR0001,قلرست,قند لرستان‌,122957,1760813,160000,834,38,400000000,300
709,56844557131314346,IRO9MAPN0141,ضپنا3006,اختيارخ رمپنا-4815-1398/03/12,121058,33,1,78,74,1350,311
710,56881993417852599,IRO6MELZ9731,تملي703,تسهيلات مسكن ب. ملي-خرداد97,61042,0,1,28,59,7700,307
711,56918976818189623,IRB3TB2498B1,اخزا612,اسنادخزانه-م12بودجه96-981114,122711,20341,1,270,69,18000000,306
712,56955187872206074,IRB3TB389851,اخزا705,اسنادخزانه-م5بودجه97-980523,121936,10000,1,180,69,14360000,306
713,57076944665294912,IRB3RK010151,ريل1401,اجاره ريل كوثر14010509,61024,0,1,78,69,300000,306
714,57082592909752827,IRB6SP0601C1,صايپا012,صكوك مرابحه سايپا012-3ماهه 16%,121728,1007,1,40,34,3500000,208
715,57086055330734195,IRO1TSRZ0001,كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,123001,5225876,340000,1319,54,850000000,300
716,57100097091423436,IRO7FRBP0001,فرابورس,فرابورس ايران,122851,11524563,1,1361,67,1000000000,309
717,57238740597838382,IRO9MKBT0391,ضمخا1006,اختيارخ اخابر-3000-1398/10/11,61108,0,1,9,64,1000,311
718,57273529732791251,IRO1MSTI0001,خموتور,موتورسازان‌تراكتورسازي‌ايران‌,122956,8157590,285768,924,34,714420000,300
719,57309221039930244,IRO1SNMA0001,وصنعت,سرمايه‌ گذاري‌ صنعت‌ ومعدن‌,122951,8176908,1800000,1193,56,4500000000,300
720,57364480581115877,IRO9FOLD4081,ضفلا2019,اختيارخ فولاد-3462-1398/02/31,61104,0,1,23,27,1733,311
721,57487343869808400,IRB3SI2499B1,اجاد24,اجاره دولتي آپرورش-نوين991118,61025,0,1,150,69,5000000,306
722,57524237583720590,IRB3TB239841,اخزا609,اسنادخزانه-م9بودجه96-980411,122428,9496,1,259,69,8000000,306
723,57551382352708199,IRO5GSKS0001,غگز,گز سكه,144114,9000,1,103,42,49190000,313
724,57600064931636077,IRO7JMIP0001,وجامي,سرمايه گذاري جامي,123058,989664,1,615,56,120000000,309
725,57639364758870873,IRO1PSIR0001,كپشير,پشم‌شيشه‌ايران‌,121902,1536696,62555,490,54,150000000,300
726,57691401430407371,IRK1A0329881,زعف9808پ08,زعفران9808نگين ت.روستا(پ),121817,101,1,266,42,1800000,701
727,57722642338781674,IRO1PLKK0001,پلاسك,پلاسكوكار,124550,8541093,365575,1090,25,913938623,300
728,57761388729898548,IRT3AVSF0001,اوصتا,صندوق انديشه ورزان صباتامين -د,122912,2742478,1,124,68,100000000,305
729,57875847776839336,IRO1NALM0001,فنوال,نورد آلومينيوم‌,122959,5684611,271339,1234,27,678347000,300
730,57885726017540604,IRO9MSMI0941,ضملي2019,اختيارخ فملي -3200-1398/02/25,61108,0,1,29,27,1000,311
731,57944184894703821,IRO1ALBZ0001,والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,124334,10620395,1920040,1094,43,4800100000,300
732,58035444268544991,IRO7CMKP0001,سمتاز,سيمان ممتازان كرمان,61044,0,1,122,53,600000000,309
733,58180284328186631,IRO7RFNZ0001,خفناور,مهندسي صنعتي روان فن آور,123051,4255256,1,572,34,100000000,309
734,58237722514160357,IRO9BMLT0091,ضملت2007,اختيارخ وبملت-3000-1398/02/22,61103,0,1,56,57,1000,311
735,58339330217249314,IRO9BMLT0061,ضملت2004,اختيارخ وبملت-2400-1398/02/22,61103,0,1,31,57,1000,311
736,58342586242414805,IRO9IKCO0791,ضخود3022,اختيارخ خودرو-4200-1398/03/19,61106,0,1,30,34,1000,311
737,58474277119959628,IRO6MELZ9781,تملي708,تسهيلات مسكن ب. ملي-آبان97,61042,0,1,25,59,12602,307
738,58602432837130018,IRO7KAFP0001,شكف,كف,61045,0,1,264,44,250000000,309
739,58931793851445922,IRO1MADN0001,ومعادن,توسعه‌معادن‌وفلزات‌,122956,8605577,2387775,1579,13,40300000000,300
740,59142194115401696,IRO1LTOS0001,لوتوس,تامين سرمايه لوتوس پارسيان,122951,13656562,2000000,1125,67,5000000000,300
741,59142661037363024,IRO9PNBA0741,ضبدر2015,اختيارخ شبندر-14000-98/02/18,112615,714,1,91,23,1000,311
742,59203771713612706,IRB5R1060161,رايان106,مشاركت رايان سايپا-3ماهه16%,61049,0,1,70,65,1500000,301
743,59217041815333317,IRO1KRIR0001,خكار,ايركا پارت صنعت,123001,10132222,253421,744,34,500000000,300
744,59266699437480384,IRO3ARFZ0001,ارفع,شركت آهن و فولاد ارفع,124254,2698231,1,972,27,6000000000,303
745,59486059679335017,IRO1PETR0001,وپترو,سرمايه‌گذاري صنايع پتروشيمي‌,122950,15241912,728000,1134,44,1820000000,300
746,59598228906194285,IRB3OL019971,اميد99,مشارکت ليزينگ اميد9907,61024,0,1,81,69,1000000,306
747,59598536122397373,IRT3SSNF0001,سخند,صندوق س.سپهرخبرگان نفت-د,113633,18810,1,58,68,50000000,305
748,59607545337891226,IRO1PRKT0001,پرداخت,به پرداخت ملت,123000,379472,580000,703,72,1450000000,300
749,59612098290740355,IRO1ABAD0001,ثاباد,توريستي ورفاهي آبادگران ايران,122958,3145030,191644,933,70,240000000,300
750,59800986739603675,IRO7TSAP0001,شسم,توليد سموم‌ علف‌ كش,123000,294846,1,568,44,10000000,309
751,59839275647597021,IRO7VOSP0001,وثوق,سرمايه گذاري وثوق امين,123032,1432586,1,652,65,120000000,309
752,59848307608894801,IRO7PBRP0001,گپارس,امور رفاهي كارگزاران پارس,123038,632660,1,502,55,15307007,309
753,59866041653103343,IRO3BNOP0001,نوين,بيمه نوين,122923,4685080,1,443,66,1500000000,303
754,59921975187856916,IRO1SHPZ0001,غشاذر,پگاه‌آذربايجان‌غربي‌,122952,3157923,240000,751,42,600000000,300
755,60061422939859083,IRO1BROJ0001,نبروج,نساجي‌ بروجرد,61056,0,130582,292,17,148212165,300
756,60079434631497942,IRO7RZIP0001,ورازي,بيمه رازي,123031,7664690,1,647,66,2000000000,309
