,ID,ID2,NAMAD,DESC,UN1,VOLUME,UN2,UN3,CAT,UN4,TYPE
303,23838634016123354,IRO1IAGM0001,مرقام,ايران‌ارقام‌,123000,7960967,200000,1637,72,500000000,300
304,23936607891892333,IRO1OFST0001,چافست,افست‌,122830,1499838,280000,664,22,700000000,300
305,24018878640527909,IRO3KHMZ0001,ميدكو,هلدينگ صنايع  معدني خاورميانه,122948,8972503,1,1049,27,29000000000,303
306,24079409192818584,IRO1DRKH0001,پدرخش,درخشان‌ تهران‌,122610,71996,20400,864,25,51000000,300
307,24085906177899789,IRO1TKSM0001,كترام,توليدي‌ كاشي‌ تكسرام‌,122959,11753353,123153,1265,49,294981000,300
308,24131253368329756,IRO7VITP0001,غويتا,ويتانا,123101,1563608,1,602,42,600000000,309
309,24212636157410845,IRO7ARNP0001,وآرين,شركت توسعه اقتصادي آرين,123052,5817066,1,735,56,1400000000,309
310,24254843881948059,IRO1KSKA0001,چكاوه,صنايع‌كاغذسازي‌كاوه‌,122342,4686610,141123,1013,21,250000000,300
311,24303422207378456,IRO1KLBR0001,غالبر,لبنيات‌كالبر,123947,14473325,196464,1443,42,350000000,300
312,24318660095631657,IRO9MAPN0111,ضپنا3003,اختيارخ رمپنا-3704-1398/03/12,61106,0,1,24,74,1350,311
313,24662567615903665,IRO7SNAP0001,وسنا,سرمايه گذاري نيروگاهي ايران,123002,3909550,1,894,65,2441100000,309
314,24683260749106914,IRO9PNBA0761,ضبدر2017,اختيارخ شبندر-16000-98/02/18,122752,1416,1,71,23,1000,311
315,24734871905109354,IRR1FNAR0101,خزرح,ح . فنرسازي‌زر,122947,15152798,1,294,34,300000000,400
316,24794536744903047,IRO3MSZ96091,تسه9609,امتياز تسهيلات مسكن آذر96,122550,535,1,85,59,1642215,303
317,24807173016704795,IRO7CBBP0001,سباقر,سيمان باقران,123032,2877903,1,469,53,600000000,309
318,24869832924911721,IRT3MAOF0001,آساميد,صندوق س.مشترك آسمان اميد -د,122324,7492443,1,137,68,100000000,305
319,25001509088465005,IRO1SINA0001,كساوه,صنايع‌ كاشي‌ و سراميك‌ سينا,122934,211820,211820,919,49,529550000,300
320,25167449580509543,IRB4SM1000C2,اشاد102,مشاركت دولتي10-شرايط خاص001226,122336,400,1,44,69,20000000,706
321,25180702353416009,IRO3DKHZ0001,زدشت,كشت و صنعت دشت خرم دره,122958,3813489,1,1196,1,690000000,303
322,25215182208950217,IRO3HORZ0001,وهور,مديريت انرژي اميد  تابان هور,124456,3565119,1,716,40,4000000000,303
323,25244329144808274,IRO1PKLJ0001,فارس,صنايع پتروشيمي خليج فارس,122958,21727502,2050861,1342,44,91500000000,300
324,25278317297748233,IRO9MAPN0271,ضپنا7014,اختيارخ رمپنا-7000-1398/07/17,61107,0,1,4,74,1000,311
325,25286509736208688,IRO1LAMI0001,فلامي,لاميران‌,121959,135461,29233,371,28,60000000,300
326,25336820825905643,IRO1NIKI0001,ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,122953,3623230,2800000,584,56,7000000000,300
327,25357135030606405,IRO1TNOV0001,تنوين,تامين سرمايه نوين,123001,16300162,2800000,1410,67,7000000000,300
328,25440818366564925,IRB4SM0898A2,اشاد82,مشاركت دولتي8-شرايط خاص981030,61028,0,1,17,69,2459926,706
329,25514780181345713,IRO1SAKH0001,وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,122801,30565606,436118,1433,70,1090296000,300
330,25631699615003698,IRO7BEGP0001,كهرام,توليدي گرانيت بهسرام,61043,0,1,307,49,75000000,309
331,26014913469567886,IRO1GDIR0001,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,122956,97596977,5015045,1630,39,72000000000,300
332,26259366519412975,IRO3ZMMZ0001,زشگزا,شير و گوشت زاگرس شهركرد,124349,329728,1,888,1,80000000,303
333,26543014712914772,IRO3MIHZ0001,ميهن,بيمه ميهن,122943,3120115,1,770,66,1500000000,303
334,26824673819862694,IRO1BHMN0001,خبهمن,گروه‌بهمن‌,122838,56583787,4000000,1148,34,10000000000,300
335,26890571579123884,IRB3MOKZ9841,صخابر,اوراق اجاره شركت مخابرات ايران,122728,837,1,133,69,4500000,306
336,26997316501080743,IRO1SSHR0001,سشرق,سيمان‌ شرق‌,122954,52473323,1061424,1295,53,2653560000,300
337,27000326841257664,IRO1SDST0001,سدشت,صنايع سيمان دشتستان,122514,72939,472000,267,53,1180000000,300
338,27218386411183410,IRO1SDOR0001,سدور,سيمان‌ دورود,122912,24696856,256805,1369,53,641697305,300
339,27259484209117565,IRB3SR2399B1,سلامت3,مرابحه دولتي تعاون-اميد991118,61026,0,1,140,69,1500000,306
340,27299841173245405,IRO7PDRP0001,داراب,پتروشيمي داراب,123101,16493674,1,952,44,3408000000,309
341,27308217070238237,IRO1CRBN0001,شكربن,كربن‌ ايران‌,122955,1478045,100000,1247,44,250000000,300
342,27338175838625962,IRB3SS340051,شستا004,اجاره تامين اجتماعي-نوين000523,61026,0,1,139,69,2000000,306
343,27361263980884014,IRO7TVNP0001,وتعاون,بيمه  تعاون,61049,0,1,465,66,1500000000,309
344,27646919277667844,IRB4SM059891,اشاد5,مشاركت دولتي5-شرايط خاص980922,92410,19000,1,143,69,9360739,706
345,27668158733246204,IRO7PRMP0001,سپرمي,پرميت‌,61047,0,1,431,54,35200000,309
346,27750414941767212,IRO9IKCO0731,ضخود3016,اختيارخ خودرو-3000-1398/03/19,61105,0,1,27,34,1000,311
347,27814844870305607,IRO3KZGZ0001,كيميا,معدني كيمياي زنجان گستران,122958,689251,1,721,27,230400000,303
348,27922860956133067,IRO1MOBN0001,مبين,پتروشيمي مبين,122931,4002525,1129050,818,40,14252000000,300
349,27952969918967492,IRO1RKSH0001,ركيش,كارت اعتباري ايران كيش,122939,9257521,1040000,783,72,2600000000,300
350,28033133021443774,IRO1KFAN0001,خفنر,فنرسازي‌خاور,122946,504699,80000,408,34,200000000,300
351,28230238564334914,IRO7GTOP0001,قجام,فرآوردههاي غذايي وقندتربت‌جام‌,123100,8624201,1,1261,38,312000000,309
352,28253678449273505,IRO3KHZZ0001,حخزر,كشتيراني درياي خزر,114019,7893689,1,729,61,1080000000,303
353,28320293733348826,IRO1BSDR0001,وبصادر,بانك صادرات ايران,122959,247561366,21881838,3316,57,175353972000,300
354,28325731560106431,IRO1SISH0001,كساپا,سايپاشيشه‌,122957,4563465,171057,715,54,230000000,300
355,28328710198554144,IRO1BALI0001,وبوعلي,سرمايه‌گذاري‌بوعلي‌,122858,1673430,640000,571,56,1600000000,300
356,28431095903407567,IRO3KSPZ0001,كاسپين,داروسازي كاسپين تامين,122924,99404,1,384,43,150000000,303
357,28541128073053383,IRB3TB399871,اخزا708,اسنادخزانه-م8بودجه97-980723,122833,1797,1,194,69,10000000,306
358,28593434160948209,IRR1SAHD0101,ثشاهدح,ح . سرمايه‌ گذاري‌ شاهد,122958,4609485,1,286,70,623342000,400
359,28672095850798501,IRO1SLMN0001,غسالم,سالمين‌,103831,119353,120000,255,42,300000000,300
360,28788598290160782,IRT3SALF0001,الماس,صندوق س.امين تدبيرگران فردا-س,124303,13510,1,67,68,1000000000,305
361,28809886765682162,IRO1HSHM0001,حفاري,حفاري شمال,122956,18403197,2084324,1284,11,5210810000,300
362,28845264556937486,IRO7POIP0001,شپلي,پلي اكريل ايران,123017,48822375,1,2361,44,3570979000,309
363,28854105556435129,IRO7CZGP0001,ثزاگرس,سرمايه گذاري توسعه عمران زاگرس,123014,147949,1,419,70,66000000,309
364,28864540805361867,IRO1FKHZ0001,فخوز,فولاد  خوزستان,122952,9982220,1106807,1122,27,19048697000,300
365,29122854902865456,IRO1KSAD0001,كسعدي,كاشي‌ سعدي‌,121915,947252,100000,731,49,250000000,300
366,29247915161590165,IRO1DLGM0001,دلقما,دارويي‌ لقمان‌,122947,650561,270000,541,43,675000000,300
367,29316948750916349,IRO7GAZP0001,پلوله,گازلوله‌,123027,4291429,1,1022,25,225000000,309
368,29512568608949554,IRB3TB349971,اخزا703,اسنادخزانه-م3بودجه97-990721,122823,61774,1,326,69,40393129,306
369,29527985620948695,IRO7KKHP0001,خكرمان,گروه اقتصادي كرمان خودرو,61046,0,1,959,34,5000000000,309
370,29747059672582491,IRO1SHZG0001,سهرمز,سيمان‌هرمزگان‌,122434,287718,216800,403,53,542000000,300
371,29758477602878557,IRO1DTIP0001,تيپيكو,سرمايه گذاري دارويي تامين,122500,1105221,1160000,738,43,2900000000,300
372,29860265627578401,IRO1BVMA0001,ما,بيمه  ما,123000,3434506,600000,622,66,1500000000,300
373,29882244560576007,IRO3ZKPZ0001,بزاگرس,نيروگاه زاگرس كوثر,122959,16769658,1,1849,40,3000000000,303
374,30222632933057667,IRO9MAPN0131,ضپنا3005,اختيارخ رمپنا-4444-1398/03/12,120318,125,1,80,74,1350,311
375,30231789123900526,IRO1MRIN0001,نمرينو,ايران‌ مرينوس‌,112044,443372,50800,481,17,127000000,300
376,30282299500988269,IRT3FKOF0001,آكورد,صندوق س. آرمان آتي كوثر-د,122922,2993886,1,130,68,1000000000,305
377,30416996452264502,IRB3TB419831,اخزا710,اسنادخزانه-م10بودجه97-980327,122745,30915,1,175,69,3314129,306
378,30443839313522574,IRO7RAHP0001,حرهشا,رهشاد سپاهان (سهامي عام,125037,353048,1,952,60,15000000,309
379,30506910505599743,IRB5RITZ9921,صايتل902,صكوك اجاره رايتل  ماهانه 21 %,123521,8054,1,215,64,2000000,301
380,30507152381699953,IRO7SJVP0001,ثجوان,تامين مسكن جوانان,61048,0,250000,218,70,2552513000,309
381,30549251909821361,IRO9PASN0671,ضسان3011,اختيارخ پارسان-3600-1398/03/26,61108,0,1,19,44,1000,311
382,30650426998863332,IRO1BOTA0001,لبوتان,گروه‌صنعتي‌بوتان‌,122501,1823413,280581,1103,29,701452430,300
383,30703140537034664,IRO3GZIZ0001,كگهر,سنگ آهن گهرزمين,122942,3323398,1,1188,13,12300000000,303
384,30719054967088301,IRO1COMB0001,تكمبا,كمباين‌ سازي‌ ايران‌,122959,29814746,689211,1283,29,1723027501,300
385,30765727085936322,IRO1JAMD0001,فجام,جام‌دارو,122607,365709,58603,572,28,120000000,300
386,30829203706095076,IRO1STEH0001,ستران,سيمان‌ تهران‌,123826,111492602,700000,1946,53,1750000000,300
387,30852391633490755,IRO1OFRS0001,ثفارس,عمران‌وتوسعه‌فارس‌,122920,5679486,400000,860,70,1000000000,300
388,30893842988747035,IRO9FOLD4101,ضفلا2021,اختيارخ فولاد-3800-1398/02/31,101504,490,1,41,27,1000,311
389,30974710508383145,IRO1SHSI0001,شسينا,صنايع‌شيميايي‌سينا,123923,144300,20469,579,44,30712500,300
390,30997514993539641,IRO9PNES0781,ضشنا3021,اختيارخ شپنا-12000-1398/03/22,61110,0,1,16,23,1000,311
391,31024260997481994,IRO1GORJ0001,غگرجي,بيسكويت‌  گرجي‌,121958,334550,98000,447,42,245000000,300
392,31047372585232891,IRO9PNES0761,ضشنا3019,اختيارخ شپنا-10000-1398/03/22,61110,0,1,24,23,1000,311
393,31049085025064185,IRO7THSP0001,شتهران,داروسازي تهران شيمي,61049,0,1,113,43,445500000,309
394,31078457170311964,IRO3ISLZ0001,ولشرق,ليزينگ ايران و شرق,122935,2245254,1,710,65,600000000,303
395,31218113336481734,IRO9MAPN0171,ضپنا3009,اختيارخ رمپنا-6000-1398/03/12,61106,0,1,26,74,1000,311
396,31316784129157162,IRO7MINP0001,غصينو,صنعتي مينو,123045,1304420,1,757,42,1000000000,309
397,31791737198597563,IRO1SPKH0001,غشان,شيرپاستوريزه‌پگاه‌خراسان‌,122912,3681309,80000,659,42,200000000,300
398,31803960543259639,IRO9FKHZ0091,ضخوز2006,اختيارخ فخوز-9000-1398/02/16,122924,14,1,33,27,1000,311
399,31879190587976736,IRO1MESI0001,خوساز,محورسازان‌ايران‌خودرو,123753,13075927,447950,1598,34,1119876222,300
400,32257753560585502,IRO1KHFZ0001,كحافظ,كاشي‌ وسراميك‌ حافظ‌,122957,293564,76581,519,49,180000000,300
401,32280891788579416,IRO9FOLD4071,ضفلا2018,اختيارخ فولاد-3174-1398/02/31,61104,0,1,19,27,1733,311
402,32357363984168442,IRO1PJMZ0001,جم,پتروشيمي جم,122816,7240833,761963,686,44,13800000000,300
403,32443364508916919,IRO9IKCO0751,ضخود3018,اختيارخ خودرو-3400-1398/03/19,122852,381,1,79,34,1000,311
404,32525655729432562,IRO1SBHN0001,سبهان,سيمان‌ بهبهان‌,122947,101895,22000,505,53,55000000,300
405,32678431934327184,IRO1ALVN0001,كلوند,كاشي‌ الوند,122949,8179861,160000,981,49,400000000,300
406,32818032023177059,IRO9PASN0781,ضسان3022,اختيارخ پارسان-6000-1398/03/26,61109,0,1,20,44,1000,311
407,32821908911812078,IRO1FNAR0001,خزر,فنرسازي‌زر,122958,10480870,340832,753,34,799997068,300
408,32845891587040106,IRO1NSTH0001,ثنوسا,نوسازي‌وساختمان‌تهران‌,122959,33170314,1052000,1636,70,2630000000,300
409,32982652838367432,IRO6MELZ9741,تملي704,تسهيلات مسكن ب. ملي-تير97,61042,0,1,26,59,10105,307
410,33167086808152771,IRO9MAPN0121,ضپنا3004,اختيارخ رمپنا-4074-1398/03/12,61106,0,1,25,74,1350,311
411,33254899395816171,IRTKZARF0001,زر,صندوق س.پشتوانه سكه طلاي زر,144654,32384,1,175,68,99000000,380
412,33293588228706998,IRO1BPAR0001,وپارس,بانك‌پارسيان‌,122959,67694494,5443658,1892,57,23760000000,300
413,33343732576627331,IRO7BE1P0001,انرژي1,نهادهاي مالي بورس انرژي,61043,0,1,114,67,358761060,309
414,33406621820337161,IRO1DJBR0001,دجابر,داروسازي‌ جابرابن‌حيان‌,123001,585644,453600,694,43,1134000000,300
415,33420285433308219,IRO1ZPRS0001,زپارس,ملي كشت و صنعت و دامپروري پارس,122935,1352851,130136,873,1,325340000,300
416,33512084144201783,IRB3EM030171,مبين013,اجاره اعتماد مبين نوين010710,61023,0,1,96,69,1000000,306
417,33541897671561960,IRO1ATDM0001,واتي,سرمايه‌ گذاري‌ آتيه‌ دماوند,124310,38768937,1800000,1217,56,4500000000,300
418,33603212156438463,IRO1DDPK0001,دشيمي,شيمي‌ داروئي‌ داروپخش‌,122958,1577223,102000,615,43,255000000,300
419,33611155027418901,IRO3SHHZ0001,غشهداب,كشت و صنعت شهداب ناب خراسان,122936,7991455,1,1053,42,1330000000,303
420,33683240001985963,IRO3PRZZ0001,شراز,پالايش نفت شيراز,122818,1376747,1,822,23,1027548600,303
421,33736447482634583,IRO7NPMP0001,غپونه,نوش پونه مشهد,123053,1956558,1,776,42,641116000,309
422,33779713456884758,IRB4SM0798C2,اشاد72,مشاركت دولتي7-شرايط خاص981227,61028,0,1,14,69,3089457,706
423,33783140337377394,IRO1CHAR0001,خچرخش,چرخشگر,123000,7115751,380838,685,34,952094749,300
424,33808206014018431,IRO1SMAZ0001,سمازن,سيمان‌مازندران‌,122519,1722064,493200,561,53,1233000000,300
425,33887145736684266,IRT3SAGF0001,آگاس,صندوق س.هستي بخش آگاه-س,120734,7510,1,126,68,1000000000,305
426,33889280063931972,IRB4SM1000C1,اشاد10,مشاركت دولتي10-شرايط خاص001226,122841,94300,1,230,69,20000000,706
427,33931218652865616,IRO1NAFT0001,ونفت,سرمايه‌گذاري‌ صنعت‌ نفت‌,122928,16609242,660000,1398,23,1650000000,300
428,34032872653290886,IRO1LPAK0001,غپاك,لبنيات‌ پاك‌,122955,6713376,554197,1046,42,1385493596,300
429,34144395039913458,IRTKMOFD0001,عيار,صندوق س. پشتوانه طلاي مفيد,144923,399035,1,374,68,99000000,380
430,34540569618314880,IRO3GASZ0001,قاسم,قاسم ايران,125802,2970696,1,1174,47,600000000,303
431,34557241988629814,IRO1BRKT0001,بركت,گروه دارويي بركت,123526,9499394,2320000,1026,43,5800000000,300
432,34565348191664379,IRB3SS2399C1,شستا993,اجاره ت.اجتماعي-كاردان991226,61026,0,1,159,69,5000000,306
433,34616320231808079,IRO9IKCO0931,ضخود7029,اختيارخ خودرو-5500-1398/07/14,61106,0,1,9,34,1000,311
434,34621618468546063,IRO7GSIP0001,تجار,گسترش تجارت و سرمايه ايرانيان,123050,2988082,1,862,50,600000000,309
435,34641719089573667,IRO1TMVD0001,دتماد,توليدمواداوليه‌داروپخش‌,122922,6806808,200000,1103,43,500000000,300
436,34673681828119297,IRO1SAMA0001,فاما,صنعتي‌ آما,124011,384527,360000,490,28,900000000,300
437,34688183836028336,IRO9MSMI0961,ضملي2021,اختيارخ فملي -3600-1398/02/25,111822,13,1,35,27,1000,311
438,34718633636164421,IRT1KMND0001,كمند,صندوق س. با درآمد ثابت كمند,122936,12529873,1,151,68,100000000,305
439,34721884030854211,IRO7SFSP0001,سفاسي,شركت فارسيت اهواز,123002,9621108,1,936,54,660000000,309
440,34743062472637188,IRB3SI4199C1,اجاد41,اجاره دولتي وزا.علوم-الف991224,61026,0,1,127,69,2500000,306
441,34774414473029882,IRR1SFNO0101,سفانوح,ح . سيمان فارس نو,122955,323847,1,179,53,150000000,400
442,34776415527452961,IRO6MSKZ9741,تسه9704,امتياز تسهيلات مسكن تير97,122344,587,1,77,59,1834001,307
443,34890845654517313,IRO1SADB0001,ساربيل,سيمان آرتا اردبيل,122612,57204,96000,311,53,240000000,300
444,35158826900216508,IRO1PIAZ0001,غاذر,كشت‌وصنعت‌پياذر,122939,1286162,78076,689,42,75000000,300
445,35178706978554988,IRO3NPSZ0001,شپاس,نفت پاسارگاد,122624,2988824,1,1096,23,2400000000,303
446,35188369797280638,IRO6MSKZ97B1,تسه9711,امتياز تسهيلات مسكن بهمن 97,122956,3584,1,96,59,1794645,307
447,35262522523698148,IRO1BANS0002,وانصار2,بانك انصار,61055,0,1,91,57,10000000000,300
448,35366681030756042,IRO1PNBA0001,شبندر,پالايش نفت بندرعباس,122957,8037699,681710,1918,23,13800000000,300
449,35369183060321179,IRO7IFMP0001,ومشان,س. فني و مهندسي مشانير,61045,0,100000,92,65,20000000,309
450,35424116338766901,IRO1HFRS0001,حفارس,حمل و نقل بين المللي خليج فارس,122954,51680995,1009562,2109,60,2523904000,300
451,35425587644337450,IRO1MSMI0001,فملي,ملي‌ صنايع‌ مس‌ ايران‌,122956,23703457,2526529,2193,27,78000000000,300
452,35445515321658835,IRO5MSCS0001,فماك,ماداكتو استيل كرد,144021,0,1,133,27,150000000,313
453,35496166004998206,IRO9IKCO4041,ضخود1027,اختيارخ خودرو-5500-1398/10/15,61106,0,1,7,34,1000,311
454,35557019220393916,IRB4SM099992,اشاد92,مشاركت دولتي9-شرايط خاص990909,122933,66,1,17,69,49324828,706
455,35669480110084448,IRO1SSEP0001,سپاها,سيمان‌سپاهان‌,122534,53452985,980000,1205,53,2450000000,300
456,35700344742885862,IRO1GOLG0001,كگل,معدني و صنعتي گل گهر,122958,13340077,1443835,1839,13,48000000000,300
457,35757908588761589,IRTKKIAN0002,گوهر2,صندوق سكه طلاي كيان,131726,210000,1,63,68,99000000,380
458,35796086458096255,IRO1SSIN0001,شيران,س. صنايع‌شيميايي‌ايران,122954,39775330,1472104,1856,44,4628988000,300
459,35948133957468680,IRO3SARZ0001,سرچشمه,سرمايه گذاري مس سرچشمه,123000,8273788,1,1454,56,3400000000,303
460,35964395659427029,IRO1SHKR0001,قشكر,شكرشاهرود,123000,4979388,109818,886,38,200000000,300
461,36266011936459875,IRO9IKCO0811,ضخود3024,اختيارخ خودرو-4600-1398/03/19,61106,0,1,20,34,1000,311
462,36385738315834272,IRB6SP020031,صايپا403,صكوك اجاره سايپا403-3ماهه18%,122758,500,1,56,34,1750000,208
463,36441441729901105,IRO9MAPN0371,ضپنا1007,اختيارخ رمپنا-7000-1398/10/18,61107,0,1,3,74,1000,311
464,36592972482259020,IRT3CASF0001,آسام,صندوق س.آرمان سپهر آيندگان-م,121451,2460,1,64,68,1000000000,305
465,36609406760796639,IRB3EM020171,مبين012,اجاره اعتماد مبين تمدن010710,61023,0,1,135,69,1500000,306
466,36773155987365094,IRO3ETLZ0001,اعتلا,شركت سرمايه گذاري اعتلاء البرز,122856,3035599,1,614,56,600000000,303
467,36899214178084525,IRO1SHFA0001,شفا,سرمايه گذاري شفادارو,122901,1142361,471772,634,43,1179430000,300
468,36995197800118822,IRO7IENP0001,سنوين,سرمايه گذاري اقتصاد نوين,61045,0,1000000,74,56,1000000000,309
469,37114514127305200,IRO7TNIP0001,بنو,بيمه تجارت نو,124307,2654136,1,610,66,1570000000,309
470,37148101999680137,IRB3RS0102C1,حريل02,اجاره ريل پردازسير021212,61024,0,1,98,69,1000000,306
471,37198734218751769,IRB3TB319961,اخزا624,اسنادخزانه-م24بودجه96-990625,122758,125040,1,230,69,12753567,306
472,37204371816016200,IRO1SAND0001,وصندوق,سرمايه‌گذاري‌صندوق‌بازنشستگي‌,122923,11305054,3837299,636,39,27000000000,300
473,37272387813342140,IRO7BE2P0001,انرژي2,فعالان بورس انرژي,61043,0,1,92,67,115699500,309
474,37281199178613855,IRO1CIDC0001,سيدكو,سرمايه گذاري توسعه صنايع سيمان,122954,5140532,1920000,538,53,4800000000,300
475,37356174478159372,IRO9PASN0701,ضسان3014,اختيارخ پارسان-4200-1398/03/26,61108,0,1,37,44,1000,311
476,37389789764168256,IRO3TORZ0001,توريل,توکاريل,122943,5415298,1,1336,60,2000000000,303
477,37614886280396031,IRO1SSAP0001,وساپا,سرمايه‌گذاري‌ سايپا,122925,72760854,4270000,1713,56,10675000000,300
478,37631109616997982,IRO1GHND0001,قشهد,شهد,124027,1298416,160000,1113,38,400000000,300
479,37958857929299636,IRB3EM0501A1,مبين015,اجاره اعتماد مبين تمدن011019,61023,0,1,84,69,1000000,306
480,37998178264888078,IRO3MSZ96071,تسه9607,امتياز تسهيلات مسكن مهر96,120513,602,1,84,59,1534727,303
481,38066740861554557,IRO6MSKZ9761,تسه9706,امتياز تسهيلات مسكن شهريور97,122953,968,1,83,59,1870167,307
482,38084304113529336,IRO3DZLZ0001,خديزل,بهمن  ديزل,122808,6096760,1,735,34,1000000000,303
483,38166945723865485,IRO6MSKZ9781,تسه9708,امتياز تسهيلات مسكن آبان97,122853,2049,1,74,59,1978207,307
484,38179358042686391,IRO7BSAP0001,سامان,بانك سامان,123039,17152244,1,1277,57,8000000000,309
485,38188825207508209,IRR1ALBZ0101,والبرح,ح . سرمايه گذاري‌البرز(هلدينگ‌,122948,5858243,1,143,43,1100000000,400
486,38343188026256184,IRO9MSMI0951,ضملي2020,اختيارخ فملي -3400-1398/02/25,61108,0,1,30,27,1000,311
487,38437201078089290,IRO1PKER0001,كرماشا,صنايع پتروشيمي كرمانشاه,122826,2701066,1304461,1018,44,3529200000,300
488,38547060135156069,IRO1AZAB0001,فاذر,صنايع‌ آذرآب‌,122946,24735823,400000,1477,28,1000000000,300
489,38568786927478796,IRO1PSHZ0001,شيراز,پتروشيمي‌شيراز,122947,9370708,1255808,1163,44,5100000000,300
490,38621385959750384,IRO9BMLT0111,ضملت2009,اختيارخ وبملت-3400-1398/02/22,61103,0,1,20,57,1000,311
491,38738476064699383,IRO7ARMP0001,آرمان,بيمه آرمان,61043,0,1,419,66,1500000000,309
492,39116664428676213,IRO1LEAB0001,شلعاب,لعابيران‌,122946,3067298,132135,828,44,160000000,300
493,39171819040364290,IRO7BE3P0001,انرژي3,ساير اشخاص بورس انرژي,123057,1757988,1,1508,67,125539440,309
494,39436183727126211,IRO1NMOH0001,خمحركه,نيرو محركه‌,122839,6400961,408240,674,34,1020600000,300
495,39453972158399542,IRT1SSPF0001,سپاس,صندوق س. پاداش سهامداري توسعه1,120748,9612,1,64,68,100000000,305
496,39481233087768672,IRO7NIRP0001,نيرو,نيرو سرمايه,123058,774472,1,751,31,64831141,309
497,39483879601780214,IRO9PNBA0731,ضبدر2014,اختيارخ شبندر-13000-98/02/18,100015,280,1,47,23,1000,311
498,39604494485558197,IRO6MSKZ9721,تسه9702,امتياز تسهيلات مسكن ارديبهشت97,122254,583,1,83,59,1905047,307
499,39721109617818727,IRB6GO0100B1,صگل411,ص اجاره گل گهر 411- 3 ماهه 17%,122422,1020,1,94,13,1000000,208
500,39751275523025334,IRO3ETKZ0001,اتكاي,بيمه اتكايي ايرانيان,125025,5431786,1,898,66,2500000000,303
501,39801771451196931,IRB3JPAZ9921,جوپار99,اوراق اجاره جوپار 990212,113311,304,1,160,69,518500,306
502,39807886630843041,IRO3BMAZ0001,بمپنا,توليد برق عسلويه  مپنا,122657,283212,1,647,40,728000000,303
503,40025799067544201,IRO7SHEP0001,شرنگي,شيميايي رنگين,114912,1034453,1,499,44,47000000,309
504,40043919653526083,IRO7CKHP0001,وثخوز,سرمايه گذاري و توسعه خوزستان,124428,95598,1,284,70,70000000,309
505,40149463639215650,IRB3TB309951,اخزا623,اسنادخزانه-م23بودجه96-990528,122658,21359,1,213,69,15246433,306
506,40262275031537922,IRO1ROZD0001,دروز,داروسازي‌ روزدارو,122828,968580,279936,540,43,699840000,300
507,40346507120206669,IRO3MSZ96051,تسه9605,امتياز تسهيلات مسكن مرداد 96,121456,670,1,58,59,1351791,303
508,40411537531154482,IRO1GESF0001,قصفها,قنداصفهان‌,122958,725999,78000,682,38,195000000,300
509,40505767672724777,IRO1INFO0001,رانفور,خدمات‌انفورماتيك‌,122956,5906973,845952,1168,72,8400000000,300
510,40601326015230157,IRB6MES10121,صخابر102,صكوك اجاره مخابرات-3 ماهه 16%,61050,0,1,102,64,8000000,208
511,40611478183231802,IRO1DODE0001,شدوص,دوده‌ صنعتي‌ پارس‌,123000,7312013,189809,1179,44,474522000,300
512,40808043719554948,IRO1FAIR0001,فولاژ,فولاد آلياژي ايران,122955,10318811,2200000,968,27,5500000000,300
513,41036181221659834,IRO3KOSZ0001,وكوثر,شركت اعتباري  كوثر مركزي,133050,18272460,1,296,57,6000000000,303
514,41048299027409941,IRO1EPRS0001,رتاپ,تجارت الكترونيك  پارسيان,122540,12148385,1457363,994,72,3643408000,300
515,41163559650929921,IRO9IKCO0771,ضخود3020,اختيارخ خودرو-3800-1398/03/19,61106,0,1,22,34,1000,311
516,41227201752535311,IRO1SFRS0001,سفار,سيمان‌فارس‌,101552,1,93200,375,53,233000000,300
517,41284516796232939,IRO1SHGN0001,سهگمت,سيمان‌هگمتان‌,122953,3490515,201160,999,53,502900000,300
518,41302553376174581,IRO1FAJR0001,فجر,فولاد اميركبيركاشان,122157,110325,343200,343,27,858000000,300
519,41309167317349268,IRB6SEKF00C1,صفارس412,صكوك اجاره خليج فارس- 3ماهه16%,61050,0,1,36,44,10000000,208
520,41379697187196382,IRO7BSHP0001,وشهر,بانك شهر,61043,0,1,745,57,15572840674,309
521,41625340598198551,IRO3BSMZ0001,بساما,بيمه سامان,122928,5652751,1,1096,66,1500000000,303
522,41639043152789418,IRO9IKCO0781,ضخود3021,اختيارخ خودرو-4000-1398/03/19,61106,0,1,24,34,1000,311
523,41781090739318251,IRO3TLIZ0001,تليسه,دامداري تليسه نمونه,122959,232693,1,736,1,210000000,303
524,41796741644273824,IRO1GMEL0001,وملي,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,100539,434,98944,233,19,247360140,300
525,41935584690956944,IRO1TAIR0001,پتاير,ايران‌ تاير,122958,1881458,114588,1050,25,286468818,300
526,41974758296041288,IRO1KHOC0001,سخوز,سيمان خوزستان,122955,2519270,260000,871,53,650000000,300
527,42022764536820665,IRB5SMOS99B1,مشير9911,مشاركت شهرداري شيراز-3ماهه16%,61049,0,1,56,45,4000000,301
528,42049553761321495,IRO7VARP0001,كورز,ورزيران‌,61049,0,100000,45,54,20000000,309
529,42075223783409640,IRO1AZIN0001,خاذين,سايپاآذين‌,122954,15956955,529139,1415,34,1322846423,300
